D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  0.0,   0.0, .3125,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .3125, .6875,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,  0.75,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,  0.25,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,  0.75, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,  0.75,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .3125, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .3125, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5,  0.75,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .3125,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .3125,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .3125,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .3125,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,  0.75, .6875,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375,  0.25,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .3125,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, 0.625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .3125,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .4375, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0,   0.5, .4375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, .5625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.625, .5625,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
  0.0,   0.0, 0.375, 0.375,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
